"Comment","Designator","Footprint","LCSC Part #"
"Conn_01x02","J1","ConnectorPinHeader:PinHeader_1x02_P2.54mm_Vertical",""
"Conn_01x05","J2","ConnectorPinHeader:PinHeader_1x05_P2.54mm_Vertical",""
"Module-vr-discrete-0.5","M750","vr-discrete:vr-discrete",""
